max_total_agent_capacity,algorithm,random_seed,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
1000,utilitarian_matching,0,96.31655683834812,72.51612903225806,84.92822966507175,5.876608890788257,0.0,0.0,192.0,195.0,195.0,0.1875695999478921
1000,utilitarian_matching,1,96.82494867673012,83.49282296650718,84.92822966507175,6.865163298524536,0.0,0.0,198.0,198.0,198.0,0.188270199985709
1000,utilitarian_matching,2,95.57083538038356,72.51612903225806,64.35406698564593,5.382369518364024,0.0,0.0,194.0,194.0,194.0,0.1777631000149995
1000,utilitarian_matching,3,97.0201104391011,72.51612903225806,64.35406698564593,3.628860247084492,0.0,0.0,188.0,191.0,191.0,0.1780936000286601
1000,utilitarian_matching,4,95.5615185621262,72.51612903225806,64.35406698564593,6.251774990253087,0.0,0.0,196.0,197.0,197.0,0.1953576999949291
1000,utilitarian_matching,5,95.98780023627016,64.77419354838709,66.26794258373205,4.861285771793694,0.0,0.0,195.0,195.0,195.0,0.1871770999860018
1000,utilitarian_matching,6,96.55542433545324,72.51612903225806,64.35406698564593,4.734740742691885,0.0,0.0,197.0,197.0,197.0,0.1931018000468611
1000,utilitarian_matching,7,96.35159173661532,64.77419354838709,64.35406698564593,5.500846668649351,0.0,0.0,195.0,195.0,195.0,0.179799199977424
1000,utilitarian_matching,8,96.27180726180148,64.77419354838709,66.26794258373205,5.237916757441034,0.0,0.0,190.0,193.0,193.0,0.189045500010252
1000,utilitarian_matching,9,95.28111475865153,72.51612903225806,66.26794258373205,3.9007416258283256,0.0,0.0,194.0,194.0,194.0,0.1822094000526704
1000,iterated_maximum_matching_unadjusted,0,93.6971321964226,66.60000000000001,64.83253588516746,3.9322727252355967,4.0,0.6256410256410256,195.0,195.0,195.0,0.2088810999994166
1000,iterated_maximum_matching_unadjusted,1,93.76372640497908,50.0,64.83253588516746,4.580196432423383,4.0,0.601010101010101,198.0,198.0,198.0,0.2044859000016003
1000,iterated_maximum_matching_unadjusted,2,92.86367067257996,50.0,64.83253588516746,4.198116427187166,4.0,0.7422680412371134,194.0,194.0,194.0,0.1976743999985046
1000,iterated_maximum_matching_unadjusted,3,94.5733935455966,66.60000000000001,64.83253588516746,1.2746755038951474,4.0,0.4764397905759162,191.0,191.0,191.0,0.2179168000002391
1000,iterated_maximum_matching_unadjusted,4,92.84580285582588,50.0,64.83253588516746,4.890182828688659,4.0,0.5279187817258884,197.0,197.0,197.0,0.2187229000264778
1000,iterated_maximum_matching_unadjusted,5,93.2141132236637,66.60000000000001,64.83253588516746,4.451385465347497,4.0,0.3692307692307692,195.0,195.0,195.0,0.2047793000238016
1000,iterated_maximum_matching_unadjusted,6,94.27600559418654,66.60000000000001,66.26794258373205,4.069569862130419,4.0,0.5076142131979695,197.0,197.0,197.0,0.2036389999557286
1000,iterated_maximum_matching_unadjusted,7,93.91514239736064,50.0,64.83253588516746,3.412495876066522,4.0,0.4256410256410256,195.0,195.0,195.0,0.2144828999880701
1000,iterated_maximum_matching_unadjusted,8,93.87721422478548,66.60000000000001,64.83253588516746,2.67739222404941,4.0,0.4870466321243523,193.0,193.0,193.0,0.2096609000000171
1000,iterated_maximum_matching_unadjusted,9,93.60698940889388,66.60000000000001,64.83253588516746,2.3399161392338064,4.0,0.5773195876288659,194.0,194.0,194.0,0.2037766999565065
1000,iterated_maximum_matching_adjusted,0,93.6971321964226,66.60000000000001,64.83253588516746,3.9322727252355967,4.0,0.6256410256410256,195.0,195.0,195.0,0.2183379000052809
1000,iterated_maximum_matching_adjusted,1,93.76372640497908,50.0,64.83253588516746,4.580196432423383,4.0,0.601010101010101,198.0,198.0,198.0,0.2240143999806605
1000,iterated_maximum_matching_adjusted,2,92.86367067257996,50.0,64.83253588516746,4.198116427187166,4.0,0.7422680412371134,194.0,194.0,194.0,0.2048846000107005
1000,iterated_maximum_matching_adjusted,3,94.5733935455966,66.60000000000001,64.83253588516746,1.2746755038951474,4.0,0.4764397905759162,191.0,191.0,191.0,0.2398315000464208
1000,iterated_maximum_matching_adjusted,4,92.84580285582588,50.0,64.83253588516746,4.890182828688659,4.0,0.5279187817258884,197.0,197.0,197.0,0.2173681000131182
1000,iterated_maximum_matching_adjusted,5,93.2141132236637,66.60000000000001,64.83253588516746,4.451385465347497,4.0,0.3692307692307692,195.0,195.0,195.0,0.2454017999698408
1000,iterated_maximum_matching_adjusted,6,94.27600559418654,66.60000000000001,66.26794258373205,4.069569862130419,4.0,0.5076142131979695,197.0,197.0,197.0,0.2595607000403106
1000,iterated_maximum_matching_adjusted,7,93.91514239736064,50.0,64.83253588516746,3.412495876066522,4.0,0.4256410256410256,195.0,195.0,195.0,0.2203832000377588
